Customer_ID,Age,Gender,Occupation,City,Monthly_Income,Annual_Income,Family_Size,Current_Housing_Status,Plot_Budget,Preferred_Plot_Size_SqFt,Preferred_Location,Distance_to_City_Center_km,Purpose,Loan_Required,Expected_Purchase_Timeline,Lead_Source,Enquiry_Date,Previous_Enquiry,Site_Visit,Negotiation_Done,Booking_Done,Purchase_Probability,Purchase_Intent,Purchased,Purchase_Value
CUST_15729,23,Female,BFSI & Banking,Pune,0.6 Lakh/pm,718800,1,Living with Parents,2000000,600,Within City Limits,N/A,Self-use,yes,1-3 years,Google & Social Media Ads,12-13-2024,No,Yes,no,No,0.1594,Low,No,0
CUST_11870,64,M,Retired,Mumbai,"₹228,000",2736000,2,Rented,"INR 11,890,000",166 sq.yd,Periphery / Growth Corridor,,Self-use,Yes,6-12 months,Magicbricks / Real Estate Portal,22-Jul-2024,Yes,No,No,No,0.1553,Low,yes,11610000
CUST_21941,50,Female,Self-Employed / Business,Gurugram,282700,3392400,3,Living with Parents,13270000,1500,Suburbs,26.0,Self-use,Yes,0-6 months,Channel Partner / Broker,,Yes,yes,0,No,0.6444,Medium,No,0
CUST_21232,43,Male,IT & Software,Kolkata,2.6 Lakh/pm,3123600,4,Owned Flat/House,14290000,1800,Periphery / Growth Corridor,36.7 km,Self-use,Yes,6-12 months,Google & Social Media Ads,2024-11-13,No,No,N,No,0.112,Low,No,0
CUST_19578,26,M,Unknown,Kolkata,null,336000,3,Rented,2000000,66 sq.yd,City Centre,6.3,Self-use,Yes,>3 years,Magicbricks / Real Estate Portal,2025-02-12,Y,No,Yes,no,0.2178,Low,No,0
CUST_11251,26,Female,it / software,Noida,30800,369600,2,Owned Flat/House,"2,000,000",600,Periphery / Growth Corridor,36.3,Investment,No,1-3 years,Direct Walk-in / Exhibition,2024-12-10,Yes,0,No,No,0.0598,Low,No,0
CUST_16901,26,Male,Government & PSU,Gurugram,"28,000",336000,2,Living with Parents,20.0 Lakh,900,Periphery / Growth Corridor,47.8,Investment,1,6-12 months,Magicbricks / Real Estate Portal,15/09/2024,Yes,No,no,No,0.2039,Low,no,0
CUST_21711,35,Female,IT & Software,Hyderabad,106100,1273200,4,Rented,40.9 Lakh,1200,Periphery / Growth Corridor,39.9,Self-use,yes,1-3 years,Direct Walk-in / Exhibition,2025-04-14,1,Y,No,No,0.31,Low,No,0
CUST_11339,37,Female,IT & Software,Pune,453300,5439600,6,Rented,22610000,2400,Suburbs,26.6,Self-use,Y,0-6 months,Google & Social Media Ads,08-26-2024,No,N,No,no,0.2403,Low,Yes,22520000
CUST_17971,50,Male,Education & Academic,Hyderabad,?,2290800,2,Owned Flat/House,11100000,1500,City Centre,5.9 km,Investment,Yes,>3 years,Google & Social Media Ads,17/05/2025,Yes,No,No,No,0.0374,Low,N,0
CUST_13700,29,Male,Real Estate & Construction,Hyderabad,"₹64,000",768000,3,Owned Flat/House,"INR 2,160,000",600,Periphery / Growth Corridor,41.9,Self-use,yes,>3 years,Magicbricks / Real Estate Portal,23-Mar-2024,1,No,nan,No,0.0476,Low,N,0
CUST_13928,62,MALE,Government & PSU,Noida,"₹78,300",939600,6,Rented,2920000,?,within city limits,11.2,Self-use,Y,0-6 months,Magicbricks / Real Estate Portal,2024-11-30,N,Yes,Y,yes,0.99,High,1,2790000
CUST_15470,40,Male,IT & Software,Kolkata,141500,1698000,4,Owned Flat/House,"5,820,000",1500,Within City Limits,8.2,Investment,Y,0-6 months,Google & Social Media Ads,19/02/2024,Yes,Yes,Yes,No,0.887,High,1,5690000
CUST_21630,51,Male,Manufacturing & Engg,Delhi,57200,686400,4,Rented,"2,740,000",1000,Periphery / Growth Corridor,nan,Investment,Yes,1-3 years,Google & Social Media Ads,06-02-2024,Yes,N,Yes,No,0.4238,Medium,0,0
CUST_16503,45,Male,Govt,Delhi,151900,1822800,4,Owned Flat/House,5650000,1200,City Centre,5.2,Self-use,Yes,0-6 months,Direct Walk-in / Exhibition,05-Mar-2024,No,N,no,nan,0.2911,Low,No,0
CUST_19014,31,male,Self-Employed / Business,Ahmedabad,101400,1216800,2,Rented,54.6 Lakh,1000,Periphery / Growth Corridor,39.2,Self-use,Y,6-12 months,Google & Social Media Ads,2025-01-05,No,yes,Yes,N,0.7467,High,Yes,5320000
CUST_13502,36,Male,IT,Chennai,"84,300",1011600,3,Living with Parents,3750000,1200,Periphery / Growth Corridor,40.1,Self-use,Yes,6-12 months,Print / Newspaper Ad,04-Apr-2024,N,No,No,No,0.2847,Low,Yes,3640000
CUST_15595,40,Male,Healthcare & Doctor,Hyderabad,"₹121,100",1453200,5,Rented,6490000,1000,Within City Limits,11.2,Self-use,Yes,0-6 months,Google & Social Media Ads,01-15-2024,No,No,No,No,0.1896,Low,No,0
CUST_18461,20,Male,Manufacturing & Engg,Kolkata,"₹31,700",380400,1,Rented,20.0 Lakh,900,Within City Limits,11.9,Self-use,Y,0-6 months,Google & Social Media Ads,03-08-2024,0,Yes,Yes,Yes,0.9886,High,yes,1930000
CUST_20209,57,Male,Self Employed,Hyderabad,131800,1581600,3,Rented,7640000,1200,Suburbs,20.6,Investment,Yes,0-6 months,Channel Partner / Broker,2025-01-07,1,yes,no,0,0.4972,Medium,No,0
CUST_15459,35,male,Real Estate & Construction,Hyderabad,68500,822000,3,Rented,2410000,900,Periphery / Growth Corridor,32.7,Investment,Yes,0-6 months,Magicbricks / Real Estate Portal,04-Jan-2024,no,no,no,No,0.2735,Low,1,2390000
CUST_20790,25,Male,IT & Software,Pune,NA,616800,3,Rented,2000000,900,Periphery / Growth Corridor,30.3,Investment,Y,0-6 months,Google & Social Media Ads,2024-05-16,No,Y,No,No,0.4882,Medium,Yes,1940000
CUST_16108,45,Male,Government & PSU,MMR,137900,1654800,4,Living with Parents,5610000,1000,Within City Limits,15.8,Self-use,Yes,6-12 months,Google & Social Media Ads,21/09/2024,No,1,No,No,0.5229,Medium,1,5550000
CUST_10105,66,Male,Retired,Gurugram,"₹126,300",1515600,3,Rented,64.3 Lakh,1500,City Centre,6.6,Self-use,Y,>3 years,Google & Social Media Ads,2025-05-02,Yes,No,No,No,0.0286,Low,no,0
CUST_21084,27,M,IT & Software,Kolkata,37900,454800,3,Rented,"2,000,000",600,Suburbs,17.3 km,Investment,No,6-12 months,Google & Social Media Ads,02-23-2025,N,Yes,No,yes,0.8586,High,Y,1950000
CUST_18951,24,Male,Retail & Commerce,Pune,"33,300",399600,1,Owned Flat/House,20.0 Lakh,900,within city limits,17.2,Investment,Yes,6-12 months,Magicbricks / Real Estate Portal,Invalid Date,No,1,Yes,N,0.5943,Medium,No,0
CUST_18645,31,Male,bfsi,Ahmedabad,"170,000",2040000,5,Rented,N/A,1500 sq.ft,Periphery / Growth Corridor,46.6,Self-use,No,>3 years,Google & Social Media Ads,06-22-2025,Yes,No,no,No,0.0958,Low,No,0
CUST_20153,40,?,Retail & Commerce,Kolkata,73200,878400,4,Rented,3140000,Any,City Centre,6.8,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,2025-05-24,No,No,no,No,0.0576,Low,No,0
CUST_12129,44,Male,IT,Chennai,50500,606000,5,Living with Parents,"INR 2,200,000",1000 Sq Ft,City Centre,3.2,Self-use,Yes,6-12 months,Google & Social Media Ads,2024-07-13,Yes,no,No,no,0.2713,Low,No,0
CUST_19531,25,Male,IT & Software,Delhi,"₹93,400",1120800,1,Rented,5530000,1500,Suburbs,26.8,Investment,No,1-3 years,Print / Newspaper Ad,2024-02-07,Yes,Yes,Yes,Yes,0.9482,High,Yes,5360000
CUST_19154,43,MALE,IT Sector,Hyderabad,"172,300",2067600,4,Rented,9260000,1500,Suburbs,16.9,Self-use,Yes,0-6 months,Channel Partner / Broker,2024-10-14,Yes,1,No,?,0.5802,Medium,No,0
CUST_11381,24,Female,govt job,Chennai,"37,900",454800,1,Living with Parents,nan,1000,Suburbs,20.0,Self-use,Yes,6-12 months,Magicbricks / Real Estate Portal,09-10-2024,No,no,No,N,0.1003,Low,No,0
CUST_17751,50,female,Manufacturing & Engg,bengaluru,101200,1214400,3,Rented,3710000,1000 Sq Ft,Within City Limits,11.8,Investment,Yes,0-6 months,Channel Partner / Broker,2025-01-03,?,Yes,No,No,0.6487,Medium,Y,3650000
CUST_11933,36,male,IT & Software,Kolkata,139200,1670400,5,Living with Parents,6300000,1800 Sq Ft,Within City Limits,11.3,Investment,N,1-3 years,Magicbricks / Real Estate Portal,2024-01-23,1,No,N,None,0.0857,Low,N,0
CUST_12940,30,M,IT Sector,Delhi,"115,000",1380000,3,Rented,4090000,200 sq.yd,Suburbs,17.6,Investment,N,0-6 months,Google & Social Media Ads,05-23-2024,No,Y,0,No,0.7613,High,1,4090000
CUST_17756,26,Male,IT & Software,Ahmedabad,106900,1282800,2,Living with Parents,"INR 3,760,000",Any,Suburbs,29.8 km,Investment,Yes,0-6 months,Google & Social Media Ads,29-Jul-2024,Yes,0,No,No,0.3277,Low,Yes,3660000
CUST_10337,27,Male,Healthcare & Doctor,Pune,30200,362400,3,Owned Flat/House,2000000,900,Within City Limits,16.3,Investment,1,6-12 months,Magicbricks / Real Estate Portal,04/04/2024,No,Yes,Yes,No,0.765,High,Yes,1910000
CUST_19290,31,Male,Manufacturing & Engg,mumbai,258100,3097200,3,Rented,"INR 8,410,000",1500,Suburbs,29.8 km,Self-use,Yes,1-3 years,Channel Partner / Broker,2024-07-14,no,No,No,No,0.0981,Low,No,0
CUST_16215,40,male,Manufacturing & Engg,Delhi,202500,2430000,5,Rented,98.4 Lakh,1800,Suburbs,21.3,Investment,Yes,0-6 months,Print / Newspaper Ad,2025-02-13,No,Yes,No,No,0.6714,High,No,0
CUST_13814,45,male,IT & Software,Pune,0.79 Lakh/pm,946800,3,Owned Flat/House,"4,200,000",1500,Suburbs,18.9 km,Investment,1,6-12 months,Magicbricks / Real Estate Portal,09/07/2024,No,No,No,No,0.0877,Low,0,0
CUST_20637,26,male,Education & Academic,Mumbai,28000,336000,5,Living with Parents,"2,000,000",900,Periphery / Growth Corridor,,Self-use,Yes,0-6 months,Magicbricks / Real Estate Portal,2025-05-21,Yes,Yes,1,Yes,0.99,High,1,1890000
CUST_14611,67,Male,Retired,Hyderabad,95900,1150800,2,Rented,"3,100,000",600 Sq Ft,Within City Limits,12.4,Self-use,Yes,6-12 months,Magicbricks / Real Estate Portal,11/03/2025,no,No,No,No,0.1952,Low,Yes,3060000
CUST_11214,37,Male,nan,Hyderabad,120900,1450800,3,Rented,6620000,1000,within city limits,12.8,Self-use,Yes,>3 years,Channel Partner / Broker,2024-03-17,None,No,No,No,0.037,Low,N,0
CUST_12056,38,MALE,business owner,Mumbai,"₹467,300",5607600,4,Rented,24630000,4000,Within City Limits,13.0,Self-use,Yes,1-3 years,Channel Partner / Broker,2024-04-22,No,No,No,0,0.0672,Low,No,0
CUST_16475,29,Male,Education & Academic,Delhi,"₹63,500",762000,3,Rented,3190000,900,Periphery / Growth Corridor,34.5,Self-use,Yes,6-12 months,Magicbricks / Real Estate Portal,2025-04-17,No,Yes,Yes,Yes,0.9796,High,Yes,3010000
CUST_14905,28,Male,Self-Employed / Business,Chennai,67800,813600,3,Owned Flat/House,"3,460,000",1000 Sq Ft,Within City Limits,12.8,Self-use,Yes,6-12 months,Magicbricks / Real Estate Portal,27/12/2024,Yes,No,No,nan,0.2421,Low,No,0
CUST_10866,35,female,Self-Employed / Business,Gurugram,273000,3276000,5,Owned Flat/House,"INR 15,350,000",3000,suburbs,29.5,Investment,Y,1-3 years,Magicbricks / Real Estate Portal,2024-06-14,Yes,Y,No,No,0.224,Low,No,0
CUST_10407,51,MALE,Real Estate & Construction,Delhi,"300,600",3607200,6,Rented,12840000,1800,Periphery / Growth Corridor,32.6,Investment,Yes,0-6 months,Google & Social Media Ads,25/02/2025,nan,No,No,No,0.2503,Low,No,0
CUST_18230,45,Male,Self-Employed / Business,Noida,133500,1602000,3,Rented,"4,810,000",1800,Suburbs,20.9,Self-use,Yes,1-3 years,Channel Partner / Broker,2025-06-12,No,No,No,No,0.0986,Low,No,0
CUST_17499,34,Male,IT & Software,Pune,Confidential,1429200,3,Rented,48.9 Lakh,1200,Periphery / Growth Corridor,41.3,Self-use,?,1-3 years,Google & Social Media Ads,2024-06-10,yes,Yes,no,No,0.3788,Medium,yes,4850000
CUST_21421,69,Male,Retired,mumbai,63300,759600,4,Rented,2880000,600 Sq Ft,Periphery / Growth Corridor,29.0,Investment,0,1-3 years,Channel Partner / Broker,12/06/2025,Yes,No,N,N,0.0626,Low,N,0
CUST_14681,37,Male,Healthcare & Doctor,Delhi,130000,1560000,5,Living with Parents,68.8 Lakh,1200,periphery / growth corridor,38.3,Self-use,Yes,0-6 months,Magicbricks / Real Estate Portal,2024-11-21,Y,no,No,No,0.3688,Medium,No,0
CUST_16397,33,male,,Hyderabad,38100,457200,2,Owned Flat/House,,111 sq.yd,Periphery / Growth Corridor,47.1 km,Investment,Yes,0-6 months,Google & Social Media Ads,2024-07-21,None,no,No,no,0.1955,Low,1,1970000
CUST_21814,43,Male,Retail & Commerce,Mumbai,82800,993600,4,Living with Parents,3820000,1000,Suburbs,21.8,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,2025-01-13,No,N,No,N,0.101,Low,No,0
CUST_21137,41,Male,Healthcare & Doctor,Pune,128900,1546800,4,Owned Flat/House,nan,1200 Sq Ft,Suburbs,22.6,Investment,Yes,>3 years,Google & Social Media Ads,02-20-2024,no,No,No,No,0.0354,Low,no,0
CUST_11605,39,Male,IT Sector,Mumbai,216700,2600400,4,Rented,10280000,1800 Sq Ft,Within City Limits,9.5,Self-use,1,6-12 months,Magicbricks / Real Estate Portal,2024-08-20,yes,No,N,N,0.2732,Low,No,0
CUST_15680,38,Female,BFSI & Banking,Delhi,137800,1653600,3,Rented,"INR 4,610,000",1000,Suburbs,24.6,Self-use,yes,0-6 months,Channel Partner / Broker,2024-11-22,no,0,N,No,0.2329,Low,no,0
CUST_19672,52,Male,BFSI & Banking,Ahmedabad,"₹249,900",2998800,2,Living with Parents,"14,540,000",1800,Periphery / Growth Corridor,25.6,Investment,Yes,1-3 years,Google & Social Media Ads,17/07/2024,N,None,No,No,0.0418,Low,No,0
CUST_20385,44,female,Doctor,NOIDA,"85,300",1023600,4,Rented,3670000,600 sq.ft,Suburbs,24.4,Investment,Yes,1-3 years,Magicbricks / Real Estate Portal,2025-02-25,Yes,Yes,No,N,0.3292,Low,No,0
CUST_18961,30,null,Unknown,Bengaluru,28000,336000,2,Rented,"INR 2,000,000",1200,Periphery / Growth Corridor,40.8,Self-use,Yes,1-3 years,Direct Walk-in / Exhibition,2025-06-19,No,No,No,No,0.0959,Low,0,0
CUST_11707,31,male,IT & Software,Ahmedabad,"117,500",1410000,5,Rented,7030000,1200,Suburbs,19.1 km,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,2024-02-07,Yes,Yes,Yes,No,0.721,High,Yes,6720000
CUST_21820,33,male,nan,Kolkata,67600,811200,2,Living with Parents,3920000,600 Sq Ft,Periphery / Growth Corridor,44.5,Self-use,Yes,0-6 months,Channel Partner / Broker,04-07-2025,Yes,Yes,Yes,No,0.9413,High,yes,3700000
CUST_15079,30,Male,BFSI & Banking,Gurugram,67200,806400,3,Owned Flat/House,"INR 2,410,000",600,periphery / growth corridor,40.0,Investment,Y,0-6 months,Magicbricks / Real Estate Portal,04-09-2024,Yes,Yes,Yes,?,0.99,High,Y,2320000
CUST_12199,36,Female,Self Employed,Hyderabad,"135,300",1623600,3,Rented,57.1 Lakh,1500,Suburbs,24.8,Self-use,None,6-12 months,Google & Social Media Ads,2024-02-13,Yes,Yes,no,No,0.5052,Medium,1,5570000
CUST_20009,33,Male,Manufacturing & Engg,Ahmedabad,0.94 Lakh/pm,1131600,2,Rented,3810000,600,Suburbs,17.3,Self-use,Yes,0-6 months,Direct Walk-in / Exhibition,25/03/2025,No,1,No,No,0.7483,High,Yes,3740000
CUST_18351,28,Female,Manufacturing & Engg,BLR,297600,3571200,3,Rented,12580000,1200 sq.ft,Periphery / Growth Corridor,32.6,Investment,Yes,0-6 months,Magicbricks / Real Estate Portal,16/12/2024,Yes,Yes,1,Y,0.99,High,yes,11980000
CUST_19847,34,Female,BFSI & Banking,Chennai,52200,626400,3,Rented,2000000,1000,Within City Limits,9.1,Self-use,Yes,>3 years,Magicbricks / Real Estate Portal,2025-04-08,Yes,No,No,None,0.0905,Low,No,0
CUST_12013,34,Female,Healthcare & Doctor,MUMBAI,153700,1844400,4,Living with Parents,"INR 5,010,000",1200,City Centre,8.2,Investment,no,1-3 years,Magicbricks / Real Estate Portal,03-28-2024,N,yes,No,nan,0.2442,Low,No,0
CUST_18322,45,FEMALE,IT & Software,Hyderabad,118800,1425600,4,Owned Flat/House,6090000,1200,Periphery / Growth Corridor,47.0,Investment,Yes,0-6 months,Magicbricks / Real Estate Portal,2024-10-30,0,No,No,Y,0.8332,High,Yes,6050000
CUST_14095,60,Male,Retired,Pune,120700,1448400,5,Rented,4010000,1200,Suburbs,18.5,Self-use,Y,6-12 months,Magicbricks / Real Estate Portal,28-Dec-2024,Yes,No,No,N,0.2163,Low,No,0
CUST_14289,26,male,Manufacturing & Engg,Bengaluru,"109,000",1308000,2,Rented,40.0 Lakh,1500 sq.ft,Within City Limits,16.8,Self-use,Yes,6-12 months,Google & Social Media Ads,11-03-2024,No,No,No,No,0.161,Low,No,0
CUST_16577,36,Male,Manufacturing & Engg,Gurugram,127600,1531200,4,Rented,5350000,1500,Periphery / Growth Corridor,34.2,Self-use,Yes,0-6 months,Google & Social Media Ads,04-05-2025,No,Yes,No,no,0.6452,Medium,Yes,5210000
CUST_10686,49,Male,Healthcare & Doctor,Gurugram,561200,6734400,4,Rented,2.19 Cr,1800,Periphery / Growth Corridor,47.7,Self-use,No,0-6 months,Channel Partner / Broker,2024-02-25,None,No,no,No,0.4583,Medium,No,0
CUST_14695,31,?,Healthcare & Doctor,Bengaluru,"62,700",752400,2,Living with Parents,36.8 Lakh,1000 Sq Ft,Suburbs,29.9,Investment,1,1-3 years,Magicbricks / Real Estate Portal,07/01/2024,Yes,No,nan,No,0.0907,Low,no,0
CUST_16792,35,Male,Manufacturing & Engg,Bengaluru,63100,757200,4,Living with Parents,3170000,1000,suburbs,20.2,Investment,Yes,1-3 years,Google & Social Media Ads,12/05/2024,No,No,Yes,Yes,0.7549,High,yes,2980000
CUST_19215,18,Male,Manufacturing & Engg,Kolkata,"66,900",802800,2,Rented,38.9 Lakh,600,periphery / growth corridor,41.5 km,Self-use,yes,1-3 years,Magicbricks / Real Estate Portal,19/04/2025,No,0,No,N,0.0355,Low,No,0
CUST_15664,38,MALE,Real Estate & Construction,DELHI,"₹59,000",708000,3,Rented,2750000,1200,Periphery / Growth Corridor,29.3,Self-use,Yes,0-6 months,Google & Social Media Ads,2024-01-25,No,Yes,Yes,Y,0.99,High,Yes,2620000
CUST_11186,43,male,Manufacturing & Engg,Kolkata,143400,1720800,3,Living with Parents,7630000,1200,Periphery / Growth Corridor,30.9 km,Self-use,Yes,6-12 months,Magicbricks / Real Estate Portal,08/02/2024,No,Yes,yes,No,0.7915,High,Yes,7440000
CUST_13513,35,Male,Government & PSU,Hyderabad,"92,500",1110000,4,Living with Parents,"INR 3,960,000",900 Sq Ft,Within City Limits,9.3,Self-use,Yes,6-12 months,Direct Walk-in / Exhibition,2024-01-07,Yes,Yes,None,No,0.8107,High,No,0
CUST_10847,36,Male,IT & Software,MUMBAI,86700,1040400,5,Rented,3720000,1000,Suburbs,24.1 km,Self-use,yes,1-3 years,Magicbricks / Real Estate Portal,06-21-2024,No,No,No,N,0.0932,Low,1,3660000
CUST_17397,42,Male,,Hyderabad,277900,3334800,3,Owned Flat/House,999999999,2400,Suburbs,15.9,Self-use,None,>3 years,Magicbricks / Real Estate Portal,2024-11-09,Yes,No,No,No,0.0796,Low,?,0
CUST_11045,44,Male,BFSI & Banking,Pune,105500,1266000,4,Rented,6080000,1000,Within City Limits,15.7,Self-use,1,1-3 years,Magicbricks / Real Estate Portal,2025-01-29,N,1,No,No,0.199,Low,No,0
CUST_13431,64,Male,,Noida,174700,2096400,7,Rented,"INR 7,930,000",1000 sq.ft,Periphery / Growth Corridor,39.8,Self-use,Yes,6-12 months,Magicbricks / Real Estate Portal,,No,Yes,Yes,N,0.8125,High,Yes,7530000
CUST_13217,35,Male,Real Estate & Construction,Hyderabad,"₹97,300",1167600,5,Rented,"5,200,000",1500,Within City Limits,16.9,Self-use,Yes,0-6 months,Magicbricks / Real Estate Portal,,No,yes,No,no,0.7412,High,Yes,5160000
CUST_21197,20,M,Manufacturing & Engg,Hyderabad,"₹35,700",428400,1,Rented,20.0 Lakh,900,Periphery / Growth Corridor,39.2,Investment,Yes,6-12 months,Google & Social Media Ads,24/08/2024,1,Yes,N,No,0.4841,Medium,yes,1980000
CUST_16392,37,Male,Healthcare,Ahmedabad,150900,1810800,5,Rented,6910000,1500,Suburbs,18.1,Self-use,yes,0-6 months,Google & Social Media Ads,2024-11-20,Yes,Yes,No,N,0.8763,High,Y,6710000
CUST_16098,21,null,Government & PSU,Noida,"136,900",1642800,2,Living with Parents,5650000,1200,Within City Limits,14.1,Self-use,Yes,6-12 months,Magicbricks / Real Estate Portal,nan,No,No,No,No,0.129,Low,No,0
CUST_20445,35,Male,BFSI & Banking,Bengaluru,NA,768000,4,Owned Flat/House,2410000,1000,periphery / growth corridor,38.5,Investment,Y,6-12 months,Direct Walk-in / Exhibition,2025-04-26,No,N,no,No,0.1843,Low,No,0
CUST_10376,54,M,BFSI & Banking,Bengaluru,"₹406,900",4882800,5,Rented,1.37 Cr,,Suburbs,29.0,Investment,Yes,0-6 months,Magicbricks / Real Estate Portal,13/01/2024,No,No,No,0,0.3585,Medium,no,0
CUST_11104,29,M,Trader,Mumbai,Confidential,777600,2,Owned Flat/House,2800000,900,City Centre,4.6,Self-use,Y,6-12 months,Magicbricks / Real Estate Portal,2025-06-04,Y,Y,Y,No,0.8688,High,Yes,2710000
CUST_21151,41,Male,Manufacturing & Engg,Mumbai,117600,1411200,4,Rented,4500000,1000 sq.ft,Suburbs,21.8,Investment,yes,6-12 months,Magicbricks / Real Estate Portal,2024-03-21,No,no,No,No,0.1579,Low,No,0
CUST_20313,26,MALE,IT & Software,Mumbai,"₹28,000",336000,3,Rented,"2,000,000",900,Suburbs,21.8,Self-use,Y,0-6 months,Magicbricks / Real Estate Portal,2024-12-20,1,No,0,No,0.5031,Medium,Yes,1950000
CUST_21028,25,Male,IT & Software,Ahmedabad,30500,366000,1,Living with Parents,2000000,900,null,11.5 km,Self-use,Y,0-6 months,Print / Newspaper Ad,25/04/2024,no,Yes,Yes,Yes,0.99,High,Yes,1960000
CUST_20267,41,Male,IT & Software,Kolkata,"₹28,000",336000,5,Owned Flat/House,2000000,1000,Within City Limits,10.5,Self-use,0,>3 years,Magicbricks / Real Estate Portal,04/03/2025,Y,Yes,No,No,0.0728,Low,Y,1980000
CUST_19627,29,Male,Retail & Commerce,,55400,664800,3,Rented,2000000,900,Within City Limits,14.7,Self-use,Yes,0-6 months,Magicbricks / Real Estate Portal,2024-10-17,Yes,Yes,No,No,0.7308,High,1,1960000
CUST_15171,34,Male,Manufacturing & Engg,Mumbai,249700,2996400,3,Rented,12020000,1500,City Centre,5.3,Self-use,Y,0-6 months,Direct Walk-in / Exhibition,02-06-2024,No,No,No,No,0.4143,Medium,No,0
CUST_12471,37,M,Healthcare & Doctor,Hyderabad,64500,774000,5,Owned Flat/House,25.3 Lakh,900,nan,15.1,Self-use,Yes,0-6 months,Print / Newspaper Ad,17/02/2024,No,No,No,No,0.2701,Low,0,0
CUST_18521,41,Male,IT & Software,Bengaluru,317200,3806400,3,Owned Flat/House,16220000,3000 sq.ft,Periphery / Growth Corridor,28.8,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,20/06/2025,No,No,No,No,0.0468,Low,N,0
CUST_17039,30,Male,Banking,Delhi,0.71 Lakh/pm,853200,2,Rented,"INR 2,610,000",1200 sq.ft,Periphery / Growth Corridor,45.5,Self-use,yes,1-3 years,Magicbricks / Real Estate Portal,2024-11-16,No,No,No,No,0.0931,Low,Yes,2550000
CUST_11990,25,Male,Healthcare & Doctor,Bengaluru,0.77 Lakh/pm,922800,1,Rented,4410000,1200,City Centre,4.4 km,Investment,1,0-6 months,Magicbricks / Real Estate Portal,2025-02-13,No,N,No,No,0.2178,Low,Yes,4300000
CUST_17588,23,female,Government & PSU,Bengaluru,57200,686400,1,Rented,20.0 Lakh,900,Suburbs,15.4,Self-use,Yes,6-12 months,Channel Partner / Broker,04-Mar-2024,no,no,No,N,0.1872,Low,No,0
CUST_21510,54,Male,Business,Hyderabad,2.38 Lakh/pm,2862000,4,Owned Flat/House,11990000,2400,City Centre,4.5,Self-use,Y,1-3 years,Direct Walk-in / Exhibition,26-Nov-2024,No,1,No,No,0.3613,Medium,None,11920000
CUST_18608,33,Male,Real Estate & Construction,Bengaluru,2.33 Lakh/pm,2796000,5,Rented,7520000,1000,Suburbs,18.0,Investment,Yes,1-3 years,Channel Partner / Broker,11/06/2025,no,0,No,No,0.0978,Low,None,0
CUST_14020,41,Female,IT & Software,Chennai,"₹126,700",1520400,5,Rented,4170000,1200,Suburbs,25.9,Self-use,Yes,6-12 months,Direct Walk-in / Exhibition,04-25-2024,No,N,N,No,0.1098,Low,No,0
CUST_14323,43,Male,IT & Software,Chennai,null,2860800,4,Living with Parents,"13,440,000",1200,Suburbs,20.6,Self-use,yes,0-6 months,Magicbricks / Real Estate Portal,2025-03-06,No,Yes,1,No,0.902,High,Yes,12810000
CUST_16134,54,Male,Retail & Commerce,Delhi NCR,78800,945600,6,Rented,"INR 4,130,000",,Suburbs,17.2,Investment,no,>3 years,Google & Social Media Ads,2025-01-14,nan,Yes,None,No,0.2119,Low,no,0
CUST_17514,39,Male,IT & Software,Bengaluru,237300,2847600,4,Owned Flat/House,1.37 Cr,?,Suburbs,24.2,Self-use,Yes,0-6 months,Magicbricks / Real Estate Portal,2024-08-27,No,N,No,No,0.2901,Low,0,0
CUST_13484,33,male,IT,Noida,48200,578400,3,Rented,20.0 Lakh,1000,suburbs,25.0,Self-use,No,>3 years,Magicbricks / Real Estate Portal,07-01-2024,yes,No,None,No,0.0548,Low,N,0
CUST_12885,25,Female,Manufacturing & Engg,Chennai,80900,970800,3,Rented,4020000,1500 sq.ft,Suburbs,25.7,Self-use,no,0-6 months,Print / Newspaper Ad,28/04/2024,No,No,No,None,0.3294,Low,No,0
CUST_21928,50,Male,Self-Employed / Business,MUMBAI,674700,8096400,2,Owned Flat/House,37640000,2400,suburbs,24.7,Investment,Yes,1-3 years,Magicbricks / Real Estate Portal,06-04-2024,No,No,No,No,0.0382,Low,No,0
CUST_15233,30,M,Manufacturing & Engg,Pune,"₹87,600",1051200,2,Living with Parents,3380000,600,Suburbs,24.4 km,Self-use,1,>3 years,Channel Partner / Broker,06/05/2025,yes,Yes,no,Yes,0.76,High,Yes,3330000
CUST_15886,41,male,Real Estate & Construction,Greater Noida,2.08 Lakh/pm,2499600,3,Living with Parents,84.2 Lakh,1500,Suburbs,26.3,Self-use,No,6-12 months,Google & Social Media Ads,09-04-2024,Yes,Yes,yes,?,0.8888,High,Yes,8060000
CUST_10618,28,Male,BFSI & Banking,Bengaluru,32900,394800,3,Rented,20.0 Lakh,900,Suburbs,28.8,Self-use,Y,1-3 years,Direct Walk-in / Exhibition,02-02-2024,Yes,?,No,no,0.081,Low,No,0
CUST_21848,57,Male,Education & Academic,Chennai,100100,1201200,2,Rented,5810000,1200,Periphery / Growth Corridor,37.0,Investment,Yes,0-6 months,Magicbricks / Real Estate Portal,12/05/2024,Yes,Yes,Y,Yes,0.99,High,Yes,5480000
