Scheme_ID,Location,Plot_Size_SqFt,Price_INR,Monthly_EMI_INR,Park,Clubhouse,Distance_from_Metro_km,Advertising_Budget_INR,Expected_Leads,Expected_Bookings,Estimated_Conversion_Pct,Demand_Level,Scheme_Success_Score,Target_Age_Group,Most_Likely_Buyers
SCH_0278,Delhi (Outer/Bawana),800,2080000,14400,Yes,No,13.8,1500000,1884,298,15.8,MEDIUM,68,25-38,First-time Buyers & Investors
SCH_0279,Pune (Wagholi/Kharadi),1200,4970000,34500,Yes,Yes,21.9,1500000,2100,327,15.6,HIGH,79,32-48,Self-use (Villa) + Investment
SCH_0280,Bengaluru (North),800,3490000,24200,Yes,No,19.5,1500000,1646,255,15.5,MEDIUM,69,25-38,First-time Buyers & Investors
SCH_0281,Bengaluru (North),3000,10940000,76000,No,Yes,2.4,350000,825,137,16.6,MEDIUM,74,40-60,Affluent Investors & Luxury Homes
SCH_0282,Pune (Wagholi/Kharadi),1200,4250000,29500,No,No,2.2,1500000,2229,241,10.8,MEDIUM,59,32-48,Self-use (Villa) + Investment
SCH_0283,Pune (Wagholi/Kharadi),3000,12690000,88100,No,Yes,22.6,750000,1033,134,13.0,MEDIUM,66,40-60,Affluent Investors & Luxury Homes
SCH_0284,Faridabad (Neharpar),1500,4950000,34400,Yes,No,11.0,2000000,2992,485,16.2,MEDIUM,72,32-48,Self-use (Villa) + Investment
SCH_0285,Gurugram (SPR/Sohna),2400,11040000,76700,Yes,No,3.9,500000,1015,199,19.6,HIGH,80,40-60,Affluent Investors & Luxury Homes
SCH_0286,Pune (Hinjewadi/Wakad),1500,5650000,39200,No,Yes,20.7,500000,589,72,12.2,MEDIUM,51,32-48,Self-use (Villa) + Investment
SCH_0287,Hyderabad (Tellapur/Kollur),1200,4640000,32200,No,No,10.9,2000000,2992,387,12.9,MEDIUM,67,32-48,Self-use (Villa) + Investment
SCH_0288,Bengaluru (North),800,2940000,20400,No,Yes,7.5,1500000,2462,459,18.6,HIGH,86,25-38,First-time Buyers & Investors
SCH_0289,Hyderabad (Tellapur/Kollur),1800,4110000,28500,No,No,11.2,2000000,2180,282,12.9,MEDIUM,60,32-48,Self-use (Villa) + Investment
SCH_0290,Bengaluru (North),1800,7940000,55100,No,Yes,1.9,350000,650,96,14.8,MEDIUM,60,32-48,Self-use (Villa) + Investment
SCH_0291,Hyderabad (Tellapur/Kollur),1800,4510000,31300,No,No,7.0,1000000,1349,245,18.2,HIGH,77,32-48,Self-use (Villa) + Investment
SCH_0292,Chennai (OMR/Guduvanchery),1000,1830000,12700,No,No,25.3,750000,910,118,13.0,LOW,45,25-38,First-time Buyers & Investors
SCH_0293,Delhi (Outer/Bawana),3000,10420000,72400,Yes,No,25.1,2000000,1893,282,14.9,MEDIUM,65,40-60,Affluent Investors & Luxury Homes
SCH_0294,Faridabad (Neharpar),2400,6750000,46900,No,Yes,27.6,2000000,1956,280,14.3,HIGH,77,32-48,Self-use (Villa) + Investment
SCH_0295,Chennai (OMR/Guduvanchery),800,1830000,12700,No,No,16.0,1000000,1349,224,16.6,MEDIUM,74,25-38,First-time Buyers & Investors
SCH_0296,Gurugram (SPR/Sohna),1200,5420000,37600,No,No,23.3,200000,173,17,9.8,LOW,25,32-48,Self-use (Villa) + Investment
SCH_0297,Pune (Wagholi/Kharadi),2400,5740000,39900,No,Yes,21.8,350000,418,47,11.2,LOW,46,32-48,Self-use (Villa) + Investment
SCH_0298,Greater Noida,3000,7570000,52600,Yes,Yes,10.5,1000000,2012,396,19.7,HIGH,90,32-48,Self-use (Villa) + Investment
SCH_0299,Gurugram (SPR/Sohna),1200,4620000,32100,No,No,17.7,200000,248,24,9.7,LOW,28,32-48,Self-use (Villa) + Investment
SCH_0300,Bengaluru (North),1800,11350000,78800,No,No,16.3,2000000,2572,202,7.9,MEDIUM,57,40-60,Affluent Investors & Luxury Homes
SCH_0301,Gurugram (SPR/Sohna),800,5060000,35100,No,Yes,21.8,750000,932,85,9.1,MEDIUM,51,32-48,Self-use (Villa) + Investment
SCH_0302,Greater Noida,1500,6770000,47000,No,No,9.2,200000,352,52,14.8,MEDIUM,50,32-48,Self-use (Villa) + Investment
SCH_0303,Bengaluru (North),1500,6860000,47600,No,No,9.6,1500000,1886,205,10.9,MEDIUM,56,32-48,Self-use (Villa) + Investment
SCH_0304,Pune (Wagholi/Kharadi),1500,3810000,26500,Yes,No,4.5,750000,1240,255,20.6,HIGH,81,32-48,Self-use (Villa) + Investment
SCH_0305,Gurugram (SPR/Sohna),800,3330000,23100,No,Yes,23.0,1000000,1271,135,10.6,MEDIUM,67,25-38,First-time Buyers & Investors
SCH_0306,Bengaluru (East),3000,11180000,77600,No,No,14.5,200000,290,41,14.1,LOW,43,40-60,Affluent Investors & Luxury Homes
SCH_0307,Kolkata (New Town/Rajarhat),1500,5160000,35800,No,No,14.5,2000000,2565,373,14.5,MEDIUM,67,32-48,Self-use (Villa) + Investment
SCH_0308,Chennai (OMR/Guduvanchery),1200,3140000,21800,No,No,20.7,2000000,1922,301,15.7,HIGH,75,25-38,First-time Buyers & Investors
SCH_0309,Greater Noida,1500,3500000,24300,No,No,3.2,1000000,1668,262,15.7,MEDIUM,68,32-48,Self-use (Villa) + Investment
SCH_0310,Kolkata (New Town/Rajarhat),1200,3800000,26400,Yes,Yes,11.8,2000000,4033,751,18.6,HIGH,91,32-48,Self-use (Villa) + Investment
SCH_0311,Kolkata (New Town/Rajarhat),1200,3640000,25300,No,Yes,2.2,1500000,2636,614,23.3,HIGH,96,32-48,Self-use (Villa) + Investment
SCH_0312,Chennai (OMR/Guduvanchery),1800,4440000,30800,Yes,No,5.6,1000000,1915,257,13.4,MEDIUM,62,32-48,Self-use (Villa) + Investment
SCH_0313,Pune (Hinjewadi/Wakad),1800,5530000,38400,No,No,13.9,200000,256,36,14.1,LOW,36,32-48,Self-use (Villa) + Investment
SCH_0314,Delhi (Outer/Bawana),800,2770000,19200,Yes,No,8.3,1500000,2692,408,15.2,HIGH,75,25-38,First-time Buyers & Investors
SCH_0315,Ahmedabad (SG Highway),1800,3660000,25400,No,No,5.2,1500000,2068,211,10.2,MEDIUM,60,32-48,Self-use (Villa) + Investment
SCH_0316,Ahmedabad (SG Highway),2400,4340000,30100,No,No,19.7,750000,739,44,6.0,LOW,25,32-48,Self-use (Villa) + Investment
SCH_0317,Ahmedabad (SG Highway),1500,4890000,34000,Yes,No,15.1,1000000,1194,176,14.7,MEDIUM,71,32-48,Self-use (Villa) + Investment
SCH_0318,Delhi (Outer/Bawana),1500,3900000,27100,Yes,No,15.8,1500000,2187,269,12.3,MEDIUM,61,32-48,Self-use (Villa) + Investment
SCH_0319,Faridabad (Neharpar),2400,6770000,47000,No,Yes,8.7,500000,807,134,16.6,MEDIUM,72,32-48,Self-use (Villa) + Investment
SCH_0320,Pune (Hinjewadi/Wakad),3000,8850000,61500,No,No,16.2,2000000,2470,283,11.5,MEDIUM,63,40-60,Affluent Investors & Luxury Homes
SCH_0321,Pune (Hinjewadi/Wakad),800,2950000,20500,No,No,26.8,2000000,1653,159,9.6,MEDIUM,52,25-38,First-time Buyers & Investors
SCH_0322,Greater Noida,1200,5620000,39000,No,No,21.2,350000,282,25,8.9,LOW,28,32-48,Self-use (Villa) + Investment
SCH_0323,Kolkata (New Town/Rajarhat),1200,4050000,28100,Yes,Yes,7.7,1500000,3304,735,22.2,HIGH,87,32-48,Self-use (Villa) + Investment
SCH_0324,Bengaluru (East),2400,9520000,66100,No,No,3.9,2000000,2746,552,20.1,MEDIUM,74,40-60,Affluent Investors & Luxury Homes
SCH_0325,Kolkata (New Town/Rajarhat),1000,2370000,16500,No,No,14.0,350000,462,60,13.0,LOW,37,25-38,First-time Buyers & Investors
SCH_0326,Pune (Hinjewadi/Wakad),1200,3530000,24500,Yes,No,7.4,1500000,2712,358,13.2,MEDIUM,72,32-48,Self-use (Villa) + Investment
SCH_0327,Greater Noida,1000,3290000,22800,No,No,2.2,2000000,3256,657,20.2,HIGH,83,25-38,First-time Buyers & Investors
SCH_0328,Chennai (OMR/Guduvanchery),1000,3380000,23500,No,No,24.7,200000,142,13,9.2,LOW,28,25-38,First-time Buyers & Investors
SCH_0329,Ahmedabad (SG Highway),800,2690000,18700,No,No,15.8,750000,963,123,12.8,MEDIUM,51,25-38,First-time Buyers & Investors
SCH_0330,Bengaluru (North),3000,14590000,101300,Yes,No,18.6,1500000,1461,215,14.7,MEDIUM,71,40-60,Affluent Investors & Luxury Homes
SCH_0331,Faridabad (Neharpar),1200,3720000,25800,Yes,No,23.4,1000000,1017,161,15.8,MEDIUM,62,32-48,Self-use (Villa) + Investment
SCH_0332,Hyderabad (Tellapur/Kollur),2400,5880000,40800,No,Yes,1.4,750000,1328,278,20.9,HIGH,91,32-48,Self-use (Villa) + Investment
SCH_0333,Pune (Hinjewadi/Wakad),1200,3580000,24900,Yes,No,19.8,200000,251,24,9.6,LOW,32,32-48,Self-use (Villa) + Investment
SCH_0334,Chennai (OMR/Guduvanchery),1200,2280000,15800,No,No,18.3,500000,480,46,9.6,LOW,36,25-38,First-time Buyers & Investors
SCH_0335,Bengaluru (East),1000,6360000,44200,No,No,17.4,750000,854,51,6.0,LOW,21,32-48,Self-use (Villa) + Investment
SCH_0336,Chennai (OMR/Guduvanchery),3000,7860000,54600,Yes,No,19.4,1000000,1328,130,9.8,MEDIUM,53,32-48,Self-use (Villa) + Investment
SCH_0337,Gurugram (SPR/Sohna),1800,8410000,58400,Yes,No,4.2,2000000,3613,839,23.2,HIGH,87,40-60,Affluent Investors & Luxury Homes
SCH_0338,Kolkata (New Town/Rajarhat),1000,2690000,18700,No,No,13.0,1500000,1622,204,12.6,MEDIUM,66,25-38,First-time Buyers & Investors
SCH_0339,Ahmedabad (SG Highway),1500,2660000,18500,Yes,No,13.4,200000,283,53,18.7,MEDIUM,52,25-38,First-time Buyers & Investors
SCH_0340,Delhi (Outer/Bawana),3000,6560000,45600,No,No,21.2,1000000,808,81,10.0,LOW,39,32-48,Self-use (Villa) + Investment
SCH_0341,Hyderabad (Tellapur/Kollur),1200,4830000,33500,Yes,No,3.0,750000,1105,162,14.7,MEDIUM,59,32-48,Self-use (Villa) + Investment
SCH_0342,Hyderabad (Tellapur/Kollur),1000,4200000,29200,No,No,18.5,750000,752,85,11.3,LOW,42,32-48,Self-use (Villa) + Investment
SCH_0343,Hyderabad (Tellapur/Kollur),1500,6690000,46500,No,Yes,18.7,500000,484,69,14.3,MEDIUM,54,32-48,Self-use (Villa) + Investment
SCH_0344,Kolkata (New Town/Rajarhat),1500,3910000,27200,Yes,No,21.5,500000,522,70,13.4,LOW,41,32-48,Self-use (Villa) + Investment
SCH_0345,Faridabad (Neharpar),1800,4330000,30100,Yes,No,5.4,350000,748,87,11.6,LOW,47,32-48,Self-use (Villa) + Investment
SCH_0346,Faridabad (Neharpar),3000,5440000,37800,No,Yes,7.6,200000,292,50,17.1,MEDIUM,61,32-48,Self-use (Villa) + Investment
SCH_0347,Greater Noida,1500,5630000,39100,Yes,Yes,12.0,350000,643,135,21.0,HIGH,75,32-48,Self-use (Villa) + Investment
SCH_0348,Greater Noida,1000,3510000,24400,No,No,21.9,2000000,1787,168,9.4,MEDIUM,53,32-48,Self-use (Villa) + Investment
SCH_0349,Pune (Hinjewadi/Wakad),1000,4760000,33100,No,Yes,16.1,1000000,1536,179,11.7,MEDIUM,70,32-48,Self-use (Villa) + Investment
SCH_0350,Bengaluru (North),2400,13060000,90700,Yes,No,26.4,1500000,1558,147,9.4,LOW,45,40-60,Affluent Investors & Luxury Homes
SCH_0351,Kolkata (New Town/Rajarhat),1200,3510000,24400,No,No,7.7,350000,435,46,10.6,LOW,31,32-48,Self-use (Villa) + Investment
SCH_0352,Faridabad (Neharpar),1000,3130000,21700,No,No,27.1,1000000,1047,90,8.6,LOW,46,25-38,First-time Buyers & Investors
SCH_0353,Hyderabad (Tellapur/Kollur),1000,2860000,19900,Yes,No,23.9,200000,244,32,13.1,LOW,35,25-38,First-time Buyers & Investors
SCH_0354,Bengaluru (East),800,3270000,22700,Yes,No,6.2,2000000,3585,522,14.6,MEDIUM,69,25-38,First-time Buyers & Investors
SCH_0355,Delhi (Outer/Bawana),1800,3620000,25100,No,Yes,6.9,350000,820,133,16.2,MEDIUM,74,32-48,Self-use (Villa) + Investment
SCH_0356,Gurugram (SPR/Sohna),2400,15600000,108300,Yes,No,20.1,750000,972,106,10.9,MEDIUM,51,40-60,Affluent Investors & Luxury Homes
SCH_0357,Kolkata (New Town/Rajarhat),1200,3690000,25600,No,No,14.9,750000,846,156,18.4,MEDIUM,71,32-48,Self-use (Villa) + Investment
SCH_0358,Faridabad (Neharpar),1500,4570000,31700,Yes,No,2.4,2000000,3272,673,20.6,HIGH,84,32-48,Self-use (Villa) + Investment
SCH_0359,Bengaluru (North),800,3250000,22600,No,No,12.4,350000,405,40,9.9,LOW,30,25-38,First-time Buyers & Investors
SCH_0360,Bengaluru (East),1500,7620000,52900,No,No,27.1,1500000,1651,145,8.8,MEDIUM,50,32-48,Self-use (Villa) + Investment
SCH_0361,Chennai (OMR/Guduvanchery),1000,2990000,20800,Yes,No,14.3,1000000,1649,208,12.6,MEDIUM,66,25-38,First-time Buyers & Investors
SCH_0362,Greater Noida,1800,4120000,28600,No,No,19.1,2000000,1576,195,12.4,MEDIUM,67,32-48,Self-use (Villa) + Investment
SCH_0363,Bengaluru (North),3000,15840000,110000,Yes,No,11.2,1000000,1606,243,15.1,MEDIUM,70,40-60,Affluent Investors & Luxury Homes
SCH_0364,Ahmedabad (SG Highway),1500,4280000,29700,No,No,15.6,500000,388,46,11.9,LOW,38,32-48,Self-use (Villa) + Investment
SCH_0365,Faridabad (Neharpar),2400,5800000,40300,No,Yes,15.3,350000,409,42,10.3,LOW,40,32-48,Self-use (Villa) + Investment
SCH_0366,Kolkata (New Town/Rajarhat),1200,3780000,26200,No,No,13.5,350000,563,78,13.9,LOW,48,32-48,Self-use (Villa) + Investment
SCH_0367,Bengaluru (East),1200,6550000,45500,No,No,24.2,2000000,1568,142,9.1,MEDIUM,51,32-48,Self-use (Villa) + Investment
SCH_0368,Hyderabad (Tellapur/Kollur),1500,4770000,33100,Yes,No,3.4,2000000,3550,683,19.2,HIGH,77,32-48,Self-use (Villa) + Investment
SCH_0369,Pune (Wagholi/Kharadi),1800,8530000,59200,No,No,25.8,350000,288,29,10.1,LOW,31,40-60,Affluent Investors & Luxury Homes
SCH_0370,Faridabad (Neharpar),1800,4510000,31300,Yes,No,8.7,1000000,1628,311,19.1,HIGH,76,32-48,Self-use (Villa) + Investment
SCH_0371,Greater Noida,1000,4610000,32000,Yes,No,21.4,1500000,1915,227,11.9,MEDIUM,68,32-48,Self-use (Villa) + Investment
SCH_0372,Gurugram (SPR/Sohna),1200,4480000,31100,No,No,15.7,750000,962,130,13.5,MEDIUM,50,32-48,Self-use (Villa) + Investment
SCH_0373,Bengaluru (North),3000,19390000,134600,No,No,7.4,200000,283,40,14.1,LOW,41,40-60,Affluent Investors & Luxury Homes
SCH_0374,Ahmedabad (SG Highway),1800,4240000,29400,No,No,22.2,750000,781,75,9.6,LOW,42,32-48,Self-use (Villa) + Investment
SCH_0375,Pune (Wagholi/Kharadi),1800,8360000,58100,No,No,22.6,1500000,1285,129,10.0,LOW,46,40-60,Affluent Investors & Luxury Homes
SCH_0376,Pune (Hinjewadi/Wakad),1000,3190000,22200,No,No,9.7,200000,275,49,17.8,LOW,48,25-38,First-time Buyers & Investors
SCH_0377,Pune (Hinjewadi/Wakad),1500,4700000,32600,Yes,No,13.2,1000000,1386,211,15.2,MEDIUM,67,32-48,Self-use (Villa) + Investment
SCH_0378,Gurugram (SPR/Sohna),800,2800000,19400,No,No,1.5,750000,1192,172,14.4,MEDIUM,62,25-38,First-time Buyers & Investors
SCH_0379,Gurugram (SPR/Sohna),2400,14820000,102900,No,No,16.5,350000,420,40,9.5,LOW,36,40-60,Affluent Investors & Luxury Homes
SCH_0380,Bengaluru (North),1000,4090000,28400,Yes,No,8.6,500000,761,140,18.4,MEDIUM,66,32-48,Self-use (Villa) + Investment
SCH_0381,Gurugram (SPR/Sohna),1200,4840000,33600,No,No,6.4,200000,252,39,15.5,LOW,40,32-48,Self-use (Villa) + Investment
SCH_0382,Greater Noida,1500,4600000,31900,No,No,23.1,2000000,2145,244,11.4,MEDIUM,64,32-48,Self-use (Villa) + Investment
SCH_0383,Ahmedabad (SG Highway),1000,2170000,15100,Yes,No,6.0,750000,1577,349,22.1,HIGH,82,25-38,First-time Buyers & Investors
SCH_0384,Pune (Hinjewadi/Wakad),2400,9620000,66800,Yes,No,23.1,750000,768,87,11.3,LOW,41,40-60,Affluent Investors & Luxury Homes
SCH_0385,Ahmedabad (SG Highway),1000,2730000,19000,Yes,No,13.6,1500000,1767,335,19.0,HIGH,82,25-38,First-time Buyers & Investors
SCH_0386,Pune (Hinjewadi/Wakad),3000,12000000,83300,No,No,12.2,750000,785,93,11.8,LOW,47,40-60,Affluent Investors & Luxury Homes
SCH_0387,Pune (Hinjewadi/Wakad),1000,2860000,19900,No,No,3.2,1000000,1616,300,18.6,HIGH,78,25-38,First-time Buyers & Investors
SCH_0388,Hyderabad (Tellapur/Kollur),1800,6330000,44000,No,No,15.8,2000000,2709,402,14.8,HIGH,75,32-48,Self-use (Villa) + Investment
SCH_0389,Faridabad (Neharpar),3000,7860000,54600,Yes,Yes,18.8,500000,525,76,14.5,MEDIUM,58,32-48,Self-use (Villa) + Investment
SCH_0390,Ahmedabad (SG Highway),800,2140000,14900,No,No,10.1,2000000,2664,416,15.6,HIGH,77,25-38,First-time Buyers & Investors
SCH_0391,Greater Noida,800,2300000,16000,Yes,No,11.7,2000000,3156,441,14.0,MEDIUM,64,25-38,First-time Buyers & Investors
SCH_0392,Faridabad (Neharpar),1800,3400000,23600,No,No,12.3,200000,186,25,13.4,LOW,43,25-38,First-time Buyers & Investors
SCH_0393,Faridabad (Neharpar),1000,2260000,15700,Yes,No,10.5,200000,276,45,16.3,LOW,46,25-38,First-time Buyers & Investors
SCH_0394,Faridabad (Neharpar),1500,3310000,23000,Yes,No,18.6,1500000,1996,385,19.3,HIGH,77,25-38,First-time Buyers & Investors
SCH_0395,Faridabad (Neharpar),1000,2580000,17900,No,No,26.9,350000,379,51,13.5,LOW,43,25-38,First-time Buyers & Investors
SCH_0396,Delhi (Outer/Bawana),1000,1950000,13500,No,No,17.7,350000,426,53,12.4,LOW,38,25-38,First-time Buyers & Investors
SCH_0397,Hyderabad (Tellapur/Kollur),1500,3320000,23100,No,No,22.9,200000,226,31,13.7,LOW,40,25-38,First-time Buyers & Investors
SCH_0398,Kolkata (New Town/Rajarhat),1000,2300000,16000,Yes,No,24.3,1000000,1371,214,15.6,HIGH,75,25-38,First-time Buyers & Investors
SCH_0399,Pune (Wagholi/Kharadi),1800,5780000,40100,Yes,No,17.7,2000000,2611,381,14.6,MEDIUM,69,32-48,Self-use (Villa) + Investment
SCH_0400,Pune (Hinjewadi/Wakad),1800,6720000,46700,No,No,4.3,500000,878,175,19.9,MEDIUM,73,32-48,Self-use (Villa) + Investment
SCH_0401,Kolkata (New Town/Rajarhat),1500,3590000,24900,No,No,18.2,1500000,1870,187,10.0,MEDIUM,58,32-48,Self-use (Villa) + Investment
SCH_0402,Bengaluru (North),1800,6750000,46900,Yes,No,17.8,2000000,2258,304,13.5,MEDIUM,67,32-48,Self-use (Villa) + Investment
SCH_0403,Greater Noida,1500,3830000,26600,No,No,14.7,750000,803,127,15.8,MEDIUM,61,32-48,Self-use (Villa) + Investment
SCH_0404,Chennai (OMR/Guduvanchery),1500,4420000,30700,Yes,Yes,22.5,350000,476,70,14.7,MEDIUM,57,32-48,Self-use (Villa) + Investment
SCH_0405,Pune (Hinjewadi/Wakad),1000,3600000,25000,No,No,21.9,750000,773,115,14.9,MEDIUM,55,32-48,Self-use (Villa) + Investment
SCH_0406,Gurugram (SPR/Sohna),1800,6440000,44700,No,No,11.0,2000000,2988,463,15.5,MEDIUM,72,32-48,Self-use (Villa) + Investment
SCH_0407,Faridabad (Neharpar),1500,3960000,27500,No,Yes,9.2,200000,301,51,16.9,MEDIUM,61,32-48,Self-use (Villa) + Investment
SCH_0408,Pune (Wagholi/Kharadi),3000,12970000,90100,Yes,No,7.6,2000000,3619,591,16.3,MEDIUM,71,40-60,Affluent Investors & Luxury Homes
SCH_0409,Faridabad (Neharpar),1200,3880000,26900,No,Yes,22.2,2000000,2028,196,9.7,MEDIUM,67,32-48,Self-use (Villa) + Investment
SCH_0410,Greater Noida,1800,5600000,38900,Yes,No,9.0,500000,968,192,19.8,HIGH,78,32-48,Self-use (Villa) + Investment
SCH_0411,Kolkata (New Town/Rajarhat),2400,7560000,52500,No,No,27.8,2000000,2117,332,15.7,MEDIUM,67,32-48,Self-use (Villa) + Investment
SCH_0412,Faridabad (Neharpar),3000,5560000,38600,No,No,21.6,1500000,1347,162,12.0,MEDIUM,56,32-48,Self-use (Villa) + Investment
SCH_0413,Bengaluru (North),1800,9520000,66100,No,Yes,12.0,1500000,1969,320,16.3,HIGH,83,40-60,Affluent Investors & Luxury Homes
SCH_0414,Pune (Wagholi/Kharadi),1500,7010000,48700,Yes,No,23.9,200000,227,22,9.7,LOW,31,32-48,Self-use (Villa) + Investment
SCH_0415,Chennai (OMR/Guduvanchery),2400,6870000,47700,Yes,No,11.9,750000,1272,200,15.7,HIGH,77,32-48,Self-use (Villa) + Investment
SCH_0416,Chennai (OMR/Guduvanchery),1200,2660000,18500,Yes,No,14.2,500000,757,92,12.2,LOW,43,25-38,First-time Buyers & Investors
SCH_0417,Greater Noida,800,1970000,13700,No,No,4.5,2000000,2696,474,17.6,MEDIUM,74,25-38,First-time Buyers & Investors
SCH_0418,Chennai (OMR/Guduvanchery),800,2790000,19400,Yes,No,9.3,2000000,3773,485,12.9,MEDIUM,70,25-38,First-time Buyers & Investors
SCH_0419,Pune (Hinjewadi/Wakad),800,3120000,21700,No,No,18.6,200000,193,26,13.5,LOW,38,25-38,First-time Buyers & Investors
SCH_0420,Pune (Hinjewadi/Wakad),2400,9640000,66900,Yes,No,1.2,750000,1190,243,20.4,HIGH,82,40-60,Affluent Investors & Luxury Homes
SCH_0421,Ahmedabad (SG Highway),1000,2590000,18000,Yes,No,23.1,2000000,2177,355,16.3,MEDIUM,73,25-38,First-time Buyers & Investors
SCH_0422,Bengaluru (North),1500,5150000,35800,Yes,No,24.8,350000,394,50,12.7,LOW,44,32-48,Self-use (Villa) + Investment
SCH_0423,Bengaluru (North),2400,15540000,107900,Yes,No,5.6,500000,935,172,18.4,MEDIUM,72,40-60,Affluent Investors & Luxury Homes
SCH_0424,Delhi (Outer/Bawana),2400,4530000,31500,No,No,3.5,200000,223,38,17.0,LOW,44,32-48,Self-use (Villa) + Investment
SCH_0425,Gurugram (SPR/Sohna),1800,10100000,70100,No,Yes,7.8,1500000,2075,267,12.9,MEDIUM,74,40-60,Affluent Investors & Luxury Homes
SCH_0426,Kolkata (New Town/Rajarhat),1800,4930000,34200,Yes,No,18.8,500000,426,50,11.7,LOW,30,32-48,Self-use (Villa) + Investment
SCH_0427,Ahmedabad (SG Highway),1800,3530000,24500,Yes,No,22.5,350000,335,49,14.6,LOW,46,32-48,Self-use (Villa) + Investment
SCH_0428,Gurugram (SPR/Sohna),1000,4850000,33700,Yes,No,26.2,350000,384,40,10.4,LOW,33,32-48,Self-use (Villa) + Investment
SCH_0429,Ahmedabad (SG Highway),1500,3440000,23900,No,No,21.8,200000,207,16,7.7,LOW,29,25-38,First-time Buyers & Investors
SCH_0430,Greater Noida,1200,3310000,23000,No,No,11.9,500000,716,96,13.4,LOW,49,25-38,First-time Buyers & Investors
SCH_0431,Kolkata (New Town/Rajarhat),3000,7170000,49800,Yes,No,15.6,350000,410,32,7.8,LOW,26,32-48,Self-use (Villa) + Investment
SCH_0432,Pune (Hinjewadi/Wakad),800,2820000,19600,Yes,No,16.9,2000000,2799,293,10.5,MEDIUM,60,25-38,First-time Buyers & Investors
SCH_0433,Delhi (Outer/Bawana),2400,4140000,28700,Yes,Yes,26.0,200000,309,52,16.8,MEDIUM,57,32-48,Self-use (Villa) + Investment
SCH_0434,Ahmedabad (SG Highway),800,1750000,12200,Yes,No,20.2,1500000,1322,218,16.5,HIGH,76,25-38,First-time Buyers & Investors
SCH_0435,Chennai (OMR/Guduvanchery),1200,3110000,21600,No,No,5.7,350000,605,74,12.2,LOW,45,25-38,First-time Buyers & Investors
SCH_0436,Pune (Hinjewadi/Wakad),2400,10810000,75100,No,No,8.5,200000,268,43,16.0,LOW,47,40-60,Affluent Investors & Luxury Homes
SCH_0437,Ahmedabad (SG Highway),2400,4190000,29100,No,Yes,11.1,500000,895,135,15.1,MEDIUM,73,32-48,Self-use (Villa) + Investment
SCH_0438,Ahmedabad (SG Highway),2400,7140000,49600,Yes,Yes,7.8,750000,1313,311,23.7,HIGH,95,32-48,Self-use (Villa) + Investment
SCH_0439,Bengaluru (North),1000,6270000,43500,No,No,25.7,1500000,1662,157,9.4,MEDIUM,50,32-48,Self-use (Villa) + Investment
SCH_0440,Bengaluru (East),1200,4820000,33500,No,Yes,16.5,200000,239,30,12.6,LOW,47,32-48,Self-use (Villa) + Investment
SCH_0441,Greater Noida,1000,2780000,19300,Yes,No,3.0,750000,1644,288,17.5,HIGH,75,25-38,First-time Buyers & Investors
SCH_0442,Pune (Hinjewadi/Wakad),1200,2910000,20200,No,No,21.0,350000,417,63,15.1,LOW,48,25-38,First-time Buyers & Investors
SCH_0443,Ahmedabad (SG Highway),1500,5240000,36400,No,No,15.8,2000000,2012,227,11.3,MEDIUM,64,32-48,Self-use (Villa) + Investment
SCH_0444,Greater Noida,1500,3390000,23500,Yes,No,1.2,1500000,2711,497,18.3,MEDIUM,72,25-38,First-time Buyers & Investors
SCH_0445,Faridabad (Neharpar),2400,5240000,36400,Yes,Yes,27.3,350000,499,85,17.0,MEDIUM,63,32-48,Self-use (Villa) + Investment
SCH_0446,Gurugram (SPR/Sohna),800,4990000,34600,No,No,13.5,1500000,1552,138,8.9,LOW,43,32-48,Self-use (Villa) + Investment
SCH_0447,Gurugram (SPR/Sohna),1800,6550000,45500,No,Yes,12.9,350000,451,86,19.1,MEDIUM,73,32-48,Self-use (Villa) + Investment
SCH_0448,Pune (Hinjewadi/Wakad),3000,9060000,62900,No,No,20.9,500000,472,64,13.6,LOW,43,40-60,Affluent Investors & Luxury Homes
SCH_0449,Bengaluru (East),800,5050000,35100,Yes,Yes,13.2,500000,750,140,18.7,HIGH,79,32-48,Self-use (Villa) + Investment
SCH_0450,Kolkata (New Town/Rajarhat),1200,4120000,28600,No,Yes,3.6,2000000,4023,932,23.2,HIGH,98,32-48,Self-use (Villa) + Investment
SCH_0451,Faridabad (Neharpar),2400,6590000,45800,No,Yes,27.2,750000,844,122,14.5,MEDIUM,67,32-48,Self-use (Villa) + Investment
SCH_0452,Delhi (Outer/Bawana),1200,2510000,17400,No,No,24.1,1000000,1119,107,9.6,LOW,41,25-38,First-time Buyers & Investors
SCH_0453,Bengaluru (East),800,3780000,26200,No,Yes,2.9,2000000,4667,1046,22.4,HIGH,96,32-48,Self-use (Villa) + Investment
SCH_0454,Bengaluru (North),1000,5920000,41100,Yes,No,8.1,2000000,2608,415,15.9,MEDIUM,63,32-48,Self-use (Villa) + Investment
SCH_0455,Gurugram (SPR/Sohna),1000,6180000,42900,Yes,No,4.5,750000,1107,140,12.6,MEDIUM,54,32-48,Self-use (Villa) + Investment
SCH_0456,Ahmedabad (SG Highway),1500,4740000,32900,Yes,No,5.8,350000,679,86,12.7,LOW,49,32-48,Self-use (Villa) + Investment
